story_file,line_number,normalized_class,line_fingerprint
docs/stories/RE-138-gameplay-mixed-source-patch-gate.md,28,no-production-source-authorization,7e7f91ea0f5b438a
docs/stories/RE-138-gameplay-mixed-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-139-gameplay-mixed-validation-regression.md,27,generic-blocker-reference,48294748e6ebe843
docs/stories/RE-139-gameplay-mixed-validation-regression.md,28,no-production-source-authorization,7e7f91ea0f5b438a
docs/stories/RE-139-gameplay-mixed-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-140-gameplay-mixed-closure-or-handoff.md,28,generic-blocker-reference,48294748e6ebe843
docs/stories/RE-140-gameplay-mixed-closure-or-handoff.md,29,no-production-source-authorization,7e7f91ea0f5b438a
docs/stories/RE-140-gameplay-mixed-closure-or-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-141-object-interaction-proof-first-audit.md,19,generic-blocker-reference,1175eb7ce28a2965
docs/stories/RE-141-object-interaction-proof-first-audit.md,20,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-142-object-interaction-caller-and-side-effect-map.md,27,generic-blocker-reference,7e293cbec30b440a
docs/stories/RE-142-object-interaction-caller-and-side-effect-map.md,28,no-production-source-authorization,b7fb3ee6c52ebf5d
docs/stories/RE-142-object-interaction-caller-and-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-143-object-interaction-argument-and-state-taxonomy.md,27,generic-blocker-reference,7e293cbec30b440a
docs/stories/RE-143-object-interaction-argument-and-state-taxonomy.md,28,no-production-source-authorization,b7fb3ee6c52ebf5d
docs/stories/RE-143-object-interaction-argument-and-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-144-object-interaction-comparison-gate.md,27,generic-blocker-reference,7e293cbec30b440a
docs/stories/RE-144-object-interaction-comparison-gate.md,28,no-production-source-authorization,b7fb3ee6c52ebf5d
docs/stories/RE-144-object-interaction-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-145-object-interaction-reconstruction-plan.md,27,generic-blocker-reference,7e293cbec30b440a
docs/stories/RE-145-object-interaction-reconstruction-plan.md,28,no-production-source-authorization,b7fb3ee6c52ebf5d
docs/stories/RE-145-object-interaction-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-146-object-interaction-source-patch-gate.md,27,generic-blocker-reference,7e293cbec30b440a
docs/stories/RE-146-object-interaction-source-patch-gate.md,28,no-production-source-authorization,b7fb3ee6c52ebf5d
docs/stories/RE-146-object-interaction-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-147-object-interaction-validation-regression.md,27,generic-blocker-reference,7e293cbec30b440a
docs/stories/RE-147-object-interaction-validation-regression.md,28,no-production-source-authorization,b7fb3ee6c52ebf5d
docs/stories/RE-147-object-interaction-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-148-object-interaction-closure-or-handoff.md,28,generic-blocker-reference,7e293cbec30b440a
docs/stories/RE-148-object-interaction-closure-or-handoff.md,29,no-production-source-authorization,b7fb3ee6c52ebf5d
docs/stories/RE-148-object-interaction-closure-or-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-149-item-lighting-interaction-proof-first-audit.md,26,generic-blocker-reference,1175eb7ce28a2965
docs/stories/RE-149-item-lighting-interaction-proof-first-audit.md,27,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-149-item-lighting-interaction-proof-first-audit.md,28,blocked-readiness-status,92f775fed0ec0ea2
docs/stories/RE-149-item-lighting-interaction-proof-first-audit.md,37,generic-blocker-reference,51191423413cb918
docs/stories/RE-150-item-lighting-interaction-caller-side-effect-map.md,24,generic-blocker-reference,27be75547119a71c
docs/stories/RE-150-item-lighting-interaction-caller-side-effect-map.md,25,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-150-item-lighting-interaction-caller-side-effect-map.md,26,blocked-readiness-status,92f775fed0ec0ea2
docs/stories/RE-151-item-lighting-interaction-argument-state-taxonomy.md,23,generic-blocker-reference,0e5b0afe86e68853
docs/stories/RE-151-item-lighting-interaction-argument-state-taxonomy.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-151-item-lighting-interaction-argument-state-taxonomy.md,25,blocked-readiness-status,92f775fed0ec0ea2
docs/stories/RE-152-item-lighting-interaction-comparison-gate.md,26,generic-blocker-reference,b384050ed0dfefca
docs/stories/RE-152-item-lighting-interaction-comparison-gate.md,27,no-production-source-authorization,4e6469e04ba1f44e
docs/stories/RE-152-item-lighting-interaction-comparison-gate.md,41,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-153-item-lighting-interaction-reconstruction-plan.md,26,generic-blocker-reference,b384050ed0dfefca
docs/stories/RE-153-item-lighting-interaction-reconstruction-plan.md,27,no-production-source-authorization,4e6469e04ba1f44e
docs/stories/RE-153-item-lighting-interaction-reconstruction-plan.md,41,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-154-item-lighting-interaction-source-patch-gate.md,26,generic-blocker-reference,b384050ed0dfefca
docs/stories/RE-154-item-lighting-interaction-source-patch-gate.md,27,no-production-source-authorization,4e6469e04ba1f44e
docs/stories/RE-154-item-lighting-interaction-source-patch-gate.md,41,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-155-item-lighting-interaction-validation-regression.md,26,generic-blocker-reference,b384050ed0dfefca
docs/stories/RE-155-item-lighting-interaction-validation-regression.md,27,no-production-source-authorization,4e6469e04ba1f44e
docs/stories/RE-155-item-lighting-interaction-validation-regression.md,41,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-156-item-lighting-interaction-closure-or-handoff.md,28,generic-blocker-reference,b384050ed0dfefca
docs/stories/RE-156-item-lighting-interaction-closure-or-handoff.md,29,no-production-source-authorization,4e6469e04ba1f44e
docs/stories/RE-156-item-lighting-interaction-closure-or-handoff.md,43,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-157-ui-text-support-proof-first-audit.md,26,generic-blocker-reference,1175eb7ce28a2965
docs/stories/RE-157-ui-text-support-proof-first-audit.md,27,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-157-ui-text-support-proof-first-audit.md,28,blocked-readiness-status,92f775fed0ec0ea2
docs/stories/RE-158-ui-text-support-caller-side-effect-map.md,14,generic-blocker-reference,115bcc580bea05f9
docs/stories/RE-158-ui-text-support-caller-side-effect-map.md,28,generic-blocker-reference,ec745d2c5fe24173
docs/stories/RE-158-ui-text-support-caller-side-effect-map.md,29,no-production-source-authorization,4e6469e04ba1f44e
docs/stories/RE-158-ui-text-support-caller-side-effect-map.md,38,generic-blocker-reference,27be75547119a71c
docs/stories/RE-158-ui-text-support-caller-side-effect-map.md,39,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-159-ui-text-support-argument-state-taxonomy.md,14,generic-blocker-reference,115bcc580bea05f9
docs/stories/RE-159-ui-text-support-argument-state-taxonomy.md,28,generic-blocker-reference,ec745d2c5fe24173
docs/stories/RE-159-ui-text-support-argument-state-taxonomy.md,29,no-production-source-authorization,4e6469e04ba1f44e
docs/stories/RE-159-ui-text-support-argument-state-taxonomy.md,38,generic-blocker-reference,364c796069fad638
docs/stories/RE-159-ui-text-support-argument-state-taxonomy.md,39,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-160-ui-text-support-comparison-gate.md,14,generic-blocker-reference,115bcc580bea05f9
docs/stories/RE-160-ui-text-support-comparison-gate.md,28,generic-blocker-reference,ec745d2c5fe24173
docs/stories/RE-160-ui-text-support-comparison-gate.md,29,no-production-source-authorization,4e6469e04ba1f44e
docs/stories/RE-160-ui-text-support-comparison-gate.md,39,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-161-ui-text-support-closure-or-handoff.md,14,generic-blocker-reference,115bcc580bea05f9
docs/stories/RE-161-ui-text-support-closure-or-handoff.md,30,generic-blocker-reference,ec745d2c5fe24173
docs/stories/RE-161-ui-text-support-closure-or-handoff.md,31,no-production-source-authorization,4e6469e04ba1f44e
docs/stories/RE-161-ui-text-support-closure-or-handoff.md,41,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-162-post-module-game-domain-reprioritization.md,32,no-production-source-authorization,c1e037552748eed5
docs/stories/RE-162-post-module-game-domain-reprioritization.md,37,source-or-code-readiness-blocked,59f024c1babaf38b
docs/stories/RE-162-post-module-game-domain-reprioritization.md,38,no-production-source-authorization,a80b2802adcae6db
docs/stories/RE-163-module-spec-psxpc-n-proof-first-audit.md,26,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-163-module-spec-psxpc-n-proof-first-audit.md,27,blocked-readiness-status,92f775fed0ec0ea2
docs/stories/RE-163-module-spec-psxpc-n-proof-first-audit.md,31,no-production-source-authorization,7048a0c24d1453b4
docs/stories/RE-163-module-spec-psxpc-n-proof-first-audit.md,41,generic-blocker-reference,40e20bc33c7808ef
docs/stories/RE-164-ui-text-rendering-caller-side-effect-map.md,24,generic-blocker-reference,27be75547119a71c
docs/stories/RE-164-ui-text-rendering-caller-side-effect-map.md,25,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-164-ui-text-rendering-caller-side-effect-map.md,26,blocked-readiness-status,92f775fed0ec0ea2
docs/stories/RE-165-ui-text-rendering-argument-taxonomy.md,23,generic-blocker-reference,6bfb1402a69a008d
docs/stories/RE-165-ui-text-rendering-argument-taxonomy.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-165-ui-text-rendering-argument-taxonomy.md,25,blocked-readiness-status,92f775fed0ec0ea2
docs/stories/RE-166-ui-text-rendering-state-contract.md,23,generic-blocker-reference,e677439cb930bcf7
docs/stories/RE-166-ui-text-rendering-state-contract.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-166-ui-text-rendering-state-contract.md,25,blocked-readiness-status,92f775fed0ec0ea2
docs/stories/RE-166-ui-text-rendering-state-contract.md,41,no-production-source-authorization,0495a7962d9ad3e9
docs/stories/RE-167-ui-text-rendering-equivalence-gate.md,23,generic-blocker-reference,830609e31d025603
docs/stories/RE-167-ui-text-rendering-equivalence-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-167-ui-text-rendering-equivalence-gate.md,25,blocked-readiness-status,92f775fed0ec0ea2
docs/stories/RE-167-ui-text-rendering-equivalence-gate.md,43,no-production-source-authorization,e8a149666fc07e47
docs/stories/RE-168-ui-text-rendering-source-patch-gate.md,26,blocked-readiness-status,d144e9a4b033c688
docs/stories/RE-168-ui-text-rendering-source-patch-gate.md,27,blocked-readiness-status,585252991829b74f
docs/stories/RE-168-ui-text-rendering-source-patch-gate.md,44,no-production-source-authorization,43dd803a57e3fa01
docs/stories/RE-169-module-spec-psxpc-n-next-cluster-selection.md,12,no-production-source-authorization,ef53655230f7f3f4
docs/stories/RE-169-module-spec-psxpc-n-next-cluster-selection.md,34,blocked-readiness-status,8e0895a3d537e261
docs/stories/RE-169-module-spec-psxpc-n-next-cluster-selection.md,39,stop-condition-before-source-or-domain-work,e287c8b509bed1e6
docs/stories/RE-169-module-spec-psxpc-n-next-cluster-selection.md,50,source-or-code-readiness-blocked,59f024c1babaf38b
docs/stories/RE-169-module-spec-psxpc-n-next-cluster-selection.md,51,no-production-source-authorization,a80b2802adcae6db
docs/stories/RE-170-module-spec-psxpc-n-closure-or-handoff.md,12,generic-blocker-reference,cafddd4f8464d364
docs/stories/RE-170-module-spec-psxpc-n-closure-or-handoff.md,51,source-or-code-readiness-blocked,95d5fbdd28bc63a5
docs/stories/RE-170-module-spec-psxpc-n-closure-or-handoff.md,54,no-production-source-authorization,458fbc350911a47c
docs/stories/RE-171-geometry-support-proof-first-audit.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-171-geometry-support-proof-first-audit.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-171-geometry-support-proof-first-audit.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-172-geometry-support-caller-state-map.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-172-geometry-support-caller-state-map.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-172-geometry-support-caller-state-map.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-173-geometry-support-argument-taxonomy.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-173-geometry-support-argument-taxonomy.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-173-geometry-support-argument-taxonomy.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-174-geometry-support-state-contract.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-174-geometry-support-state-contract.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-174-geometry-support-state-contract.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-175-geometry-support-equivalence-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-175-geometry-support-equivalence-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-175-geometry-support-equivalence-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-176-geometry-support-source-patch-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-176-geometry-support-source-patch-gate.md,19,no-production-source-authorization,350d48d3f9f15d89
docs/stories/RE-176-geometry-support-source-patch-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-176-geometry-support-source-patch-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-177-module-spec-psxpc-n-post-geometry-next-cluster-selection.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-177-module-spec-psxpc-n-post-geometry-next-cluster-selection.md,20,generic-blocker-reference,6f11c9ad1c62bd70
docs/stories/RE-177-module-spec-psxpc-n-post-geometry-next-cluster-selection.md,26,generic-blocker-reference,0b1514d92dac16fd
docs/stories/RE-177-module-spec-psxpc-n-post-geometry-next-cluster-selection.md,27,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-178-frontend-sequence-proof-first-audit.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-178-frontend-sequence-proof-first-audit.md,20,no-production-source-authorization,84552bce4b77c641
docs/stories/RE-178-frontend-sequence-proof-first-audit.md,24,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-178-frontend-sequence-proof-first-audit.md,25,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-179-frontend-sequence-caller-state-map.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-179-frontend-sequence-caller-state-map.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-179-frontend-sequence-caller-state-map.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-180-frontend-sequence-argument-taxonomy.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-180-frontend-sequence-argument-taxonomy.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-180-frontend-sequence-argument-taxonomy.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-181-frontend-sequence-state-contract.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-181-frontend-sequence-state-contract.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-181-frontend-sequence-state-contract.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-182-frontend-sequence-equivalence-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-182-frontend-sequence-equivalence-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-182-frontend-sequence-equivalence-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-183-frontend-sequence-source-patch-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-183-frontend-sequence-source-patch-gate.md,19,no-production-source-authorization,350d48d3f9f15d89
docs/stories/RE-183-frontend-sequence-source-patch-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-183-frontend-sequence-source-patch-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-184-module-spec-psxpc-n-post-frontend-sequence-next-cluster-selection.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-184-module-spec-psxpc-n-post-frontend-sequence-next-cluster-selection.md,20,generic-blocker-reference,abf267a817da381b
docs/stories/RE-184-module-spec-psxpc-n-post-frontend-sequence-next-cluster-selection.md,26,generic-blocker-reference,0b1514d92dac16fd
docs/stories/RE-184-module-spec-psxpc-n-post-frontend-sequence-next-cluster-selection.md,27,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-185-frontend-loadsave-proof-first-audit.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-185-frontend-loadsave-proof-first-audit.md,20,no-production-source-authorization,92c379c59b5b8215
docs/stories/RE-185-frontend-loadsave-proof-first-audit.md,24,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-185-frontend-loadsave-proof-first-audit.md,25,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-186-frontend-loadsave-caller-state-map.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-186-frontend-loadsave-caller-state-map.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-186-frontend-loadsave-caller-state-map.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-187-frontend-loadsave-argument-taxonomy.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-187-frontend-loadsave-argument-taxonomy.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-187-frontend-loadsave-argument-taxonomy.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-188-frontend-loadsave-state-contract.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-188-frontend-loadsave-state-contract.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-188-frontend-loadsave-state-contract.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-189-frontend-loadsave-equivalence-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-189-frontend-loadsave-equivalence-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-189-frontend-loadsave-equivalence-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-190-frontend-loadsave-source-patch-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-190-frontend-loadsave-source-patch-gate.md,19,no-production-source-authorization,350d48d3f9f15d89
docs/stories/RE-190-frontend-loadsave-source-patch-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-190-frontend-loadsave-source-patch-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-191-module-spec-psxpc-n-post-frontend-loadsave-next-cluster-selection.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-191-module-spec-psxpc-n-post-frontend-loadsave-next-cluster-selection.md,20,generic-blocker-reference,b40ddb3c7ad6bfbf
docs/stories/RE-191-module-spec-psxpc-n-post-frontend-loadsave-next-cluster-selection.md,26,generic-blocker-reference,0b1514d92dac16fd
docs/stories/RE-191-module-spec-psxpc-n-post-frontend-loadsave-next-cluster-selection.md,27,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-192-platform-gpu-display-proof-first-audit.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-192-platform-gpu-display-proof-first-audit.md,20,no-production-source-authorization,98107f6e67c35ec5
docs/stories/RE-192-platform-gpu-display-proof-first-audit.md,24,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-192-platform-gpu-display-proof-first-audit.md,25,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-193-platform-gpu-display-caller-state-map.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-193-platform-gpu-display-caller-state-map.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-193-platform-gpu-display-caller-state-map.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-194-platform-gpu-display-argument-taxonomy.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-194-platform-gpu-display-argument-taxonomy.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-194-platform-gpu-display-argument-taxonomy.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-195-platform-gpu-display-state-contract.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-195-platform-gpu-display-state-contract.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-195-platform-gpu-display-state-contract.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-196-platform-gpu-display-equivalence-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-196-platform-gpu-display-equivalence-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-196-platform-gpu-display-equivalence-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-197-platform-gpu-display-source-patch-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-197-platform-gpu-display-source-patch-gate.md,19,no-production-source-authorization,350d48d3f9f15d89
docs/stories/RE-197-platform-gpu-display-source-patch-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-197-platform-gpu-display-source-patch-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-198-module-spec-psxpc-n-post-platform-gpu-display-next-cluster-selection.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-198-module-spec-psxpc-n-post-platform-gpu-display-next-cluster-selection.md,20,generic-blocker-reference,1c38075a616d55eb
docs/stories/RE-198-module-spec-psxpc-n-post-platform-gpu-display-next-cluster-selection.md,26,generic-blocker-reference,0b1514d92dac16fd
docs/stories/RE-198-module-spec-psxpc-n-post-platform-gpu-display-next-cluster-selection.md,27,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-199-platform-memory-proof-first-audit.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-199-platform-memory-proof-first-audit.md,20,no-production-source-authorization,aa4b4c72dc3eefc6
docs/stories/RE-199-platform-memory-proof-first-audit.md,24,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-199-platform-memory-proof-first-audit.md,25,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-200-platform-memory-caller-state-map.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-200-platform-memory-caller-state-map.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-200-platform-memory-caller-state-map.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-201-platform-memory-argument-taxonomy.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-201-platform-memory-argument-taxonomy.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-201-platform-memory-argument-taxonomy.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-202-platform-memory-state-contract.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-202-platform-memory-state-contract.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-202-platform-memory-state-contract.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-203-platform-memory-equivalence-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-203-platform-memory-equivalence-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-203-platform-memory-equivalence-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-204-platform-memory-source-patch-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-204-platform-memory-source-patch-gate.md,19,no-production-source-authorization,350d48d3f9f15d89
docs/stories/RE-204-platform-memory-source-patch-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-204-platform-memory-source-patch-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-205-module-spec-psxpc-n-post-platform-memory-next-cluster-selection.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-205-module-spec-psxpc-n-post-platform-memory-next-cluster-selection.md,20,generic-blocker-reference,40b36ec4183fa251
docs/stories/RE-205-module-spec-psxpc-n-post-platform-memory-next-cluster-selection.md,26,generic-blocker-reference,0b1514d92dac16fd
docs/stories/RE-205-module-spec-psxpc-n-post-platform-memory-next-cluster-selection.md,27,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-206-platform-main-lifecycle-proof-first-audit.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-206-platform-main-lifecycle-proof-first-audit.md,20,no-production-source-authorization,1949d6a6cbcb2cba
docs/stories/RE-206-platform-main-lifecycle-proof-first-audit.md,24,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-206-platform-main-lifecycle-proof-first-audit.md,25,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-207-platform-main-lifecycle-source-surface-map.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-207-platform-main-lifecycle-source-surface-map.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-207-platform-main-lifecycle-source-surface-map.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-208-platform-main-lifecycle-argument-taxonomy.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-208-platform-main-lifecycle-argument-taxonomy.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-208-platform-main-lifecycle-argument-taxonomy.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-209-platform-main-lifecycle-state-contract.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-209-platform-main-lifecycle-state-contract.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-209-platform-main-lifecycle-state-contract.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-210-platform-main-lifecycle-equivalence-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-210-platform-main-lifecycle-equivalence-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-210-platform-main-lifecycle-equivalence-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-211-platform-main-lifecycle-source-patch-gate.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-211-platform-main-lifecycle-source-patch-gate.md,19,no-production-source-authorization,350d48d3f9f15d89
docs/stories/RE-211-platform-main-lifecycle-source-patch-gate.md,23,generic-blocker-reference,ca4b588db8e31659
docs/stories/RE-211-platform-main-lifecycle-source-patch-gate.md,24,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-212-module-spec-psxpc-n-platform-main-lifecycle-exhaustion-handoff.md,9,generic-blocker-reference,5c090d10aa7dc2a7
docs/stories/RE-212-module-spec-psxpc-n-platform-main-lifecycle-exhaustion-handoff.md,21,domain-selection-still-blocked,3244142c3b856676
